assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_calibrating,price_change_hourly_rate,price_change_locked_until,price_change_percent,price_change_projections,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1993-07-20,0,0,False,True,0,0,0,0,0,101188,None,,0,0,0,0,0.0,458,181,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lucas,0.0,487,184,0,0,0,False,0.0,467,181,30,False,0.0,462,181,,0,Has joined Paris Saint-Germain permanently,2026-08-10T14:03:30.089007Z,45,435,87,p101188,0,0,None,0,,101188.jpg,0.0,487,184,False,-5,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,73,False,0,0,,[],Digne,0.0,496,176,False,None,0,0,u,0,2,7,2022-01-13,0.0,407,169,0,0,0,8456,45,0.0,0.0,Digne,0
0,1997-08-07,0,16,True,True,100,100,1,0.3,11,199796,1,,0,0,-1,1,19.2,198,64,17,5.17,None,,0,2,1.2,1.2,-1,0.04,0.01,0.19,0.06,0.15,5.66,1.72,0.05,Matty,1.2,244,88,7,2.13,0,False,6.5,230,84,32,False,32.4,215,92,,296,,2026-09-09T14:30:08.192142Z,44,560,144,p199796,0,0,None,0,,199796.jpg,1.5,262,93,False,-642,None,-7.9,"[{'offset': 0, 'projected_percent': '-12.9', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-31.0', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-49.1', 'likelihood': -3}]",2,0,172,False,0,0.0,,[],Cash,5.0,75,30,False,None,3,0.91,a,6,2,7,2020-09-03,13.0,200,67,6,93282,631,398711,4722,0.3,1.4,Cash,2
0,1993-03-13,0,42,True,True,None,None,1,0.34,19,149484,None,,0,0,0,0,5.0,273,97,23,7.93,None,,0,2,2.0,2.0,3,0.02,0.01,0.22,0.08,0.20,4.09,1.41,0.07,Tyrone,2.0,157,57,4,1.38,0,False,5.4,249,91,33,False,32.4,216,93,,261,,None,45,440,88,p149484,0,0,None,0,,149484.jpg,2.5,172,66,False,-5,None,0.5,"[{'offset': 0, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.3', 'likelihood': 1}]",7,0,241,False,0,0.0,,[],Mings,0.4,271,98,False,None,2,0.69,a,4,2,7,2019-07-08,17.0,169,53,10,15060,340,16247,223,0.4,2.2,Mings,1
0,1997-01-16,0,-4,True,True,0,0,0,0.0,8,244954,None,,0,0,0,0,1.9,314,114,9,4.33,None,,0,2,0.0,0.0,0,0.01,0.0,0.01,0.0,0.00,4.79,2.31,0.0,Pau,0.6,301,108,5,2.41,0,False,1.5,333,120,34,False,11.2,290,118,,187,Hamstring injury - Expected back 10 Oct,2026-09-12T18:00:08.712707Z,45,471,110,p244954,0,0,None,0,,244954.jpg,1.0,314,119,False,-74,None,-73.2,"[{'offset': 0, 'projected_percent': '-76.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-88.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-100.7', 'likelihood': -5}]",9,0,200,False,0,0.0,https://www.avfc.co.uk/news/2026/september/18/prematch-team-news-for-spurs-showdown/,[],Torres,0.3,283,103,False,None,3,1.44,i,1,2,7,2023-07-12,2.0,300,113,3,11196,3,25126,768,0.1,0.7,Pau,0
0,2004-01-05,0,3,True,True,None,None,0,0.0,1,515597,None,,0,0,0,0,0.5,356,176,1,5.62,None,,0,3,0.2,0.2,0,0.00,0.0,0.00,0.0,0.00,0.22,1.24,0.0,Lamare,0.2,403,189,0,0.0,0,False,0.3,379,176,35,False,2.2,364,167,,16,,None,50,316,189,p515597,0,0,None,0,,515597.jpg,1.0,351,159,False,-5,None,-87.3,"[{'offset': 0, 'projected_percent': '-90.1', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-100.3', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-110.6', 'likelihood': -5}]",0,0,152,False,0,0.0,,[],Bogarde,0.1,474,186,False,None,0,0.0,a,0,2,7,2021-01-07,0.0,581,243,1,2774,33,4407,79,0.0,0.2,Bogarde,0
0,2002-03-10,1,22,True,True,0,0,1,0.27,17,441302,None,,0,0,0,0,24.5,175,56,24,6.45,None,,0,2,0.0,0.0,0,0.45,0.12,0.73,0.2,0.28,6.54,1.76,0.08,Ian,1.8,173,64,7,1.88,0,False,10.2,169,65,36,False,34.8,207,88,,335,Ankle injury - Unknown return date,2026-09-12T18:00:08.729468Z,45,478,116,p441302,0,0,None,0,,441302.jpg,2.2,191,75,False,-168,None,-83.2,"[{'offset': 0, 'projected_percent': '-87.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-103.4', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-119.2', 'likelihood': -5}]",10,0,152,False,0,0.0,https://www.avfc.co.uk/news/2026/september/18/prematch-team-news-for-spurs-showdown/,[],Maatsen,0.5,242,92,False,None,4,1.07,i,7,2,7,2024-06-28,43.0,90,20,9,31849,7,57175,1437,0.4,2.0,Maatsen,1
0,1994-07-17,0,28,True,True,None,None,1,0.2,21,184667,None,,0,0,0,0,27.3,167,52,22,4.4,None,,0,2,1.6,1.6,1,0.17,0.03,0.61,0.12,0.44,8.88,1.78,0.09,Victor,1.6,191,68,9,1.8,0,False,12.0,144,54,37,False,55.6,136,62,,450,,None,45,449,95,p184667,1,0,None,0,,184667.jpg,1.6,257,91,False,4,None,1.0,"[{'offset': 0, 'projected_percent': '1.0', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.0', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.1', 'likelihood': 1}]",7,0,206,False,0,0.0,,[],Lindelöf,0.3,284,104,False,None,5,1.0,a,1,2,7,2025-09-01,37.0,106,28,8,13837,237,13232,209,0.4,1.8,Lindelöf,0
0,None,0,0,True,True,None,None,0,0,0,606798,None,,0,0,0,0,0.0,435,171,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Andrés,0.0,467,174,0,0,0,False,0.0,446,171,38,False,0.0,441,171,,0,,None,40,650,204,p606798,0,0,None,0,,606798.jpg,0.0,467,174,False,-87,None,-23.3,"[{'offset': 0, 'projected_percent': '-25.5', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-33.4', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-41.3', 'likelihood': -3}]",0,0,None,False,0,0,,[],García,1.6,147,59,False,None,0,0,a,0,2,7,None,0.0,378,155,0,43880,434,62862,962,0.0,0.0,A.García,0
0,2005-12-16,0,0,False,True,0,0,0,0,0,578545,None,,0,0,0,0,0.0,433,170,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kosta,0.0,465,173,0,0,0,False,0.0,444,170,39,False,0.0,439,170,,0,Has joined Rangers on loan for the rest of the season,2026-08-19T13:56:46.385411Z,40,647,202,p578545,0,0,None,0,,578545.jpg,0.0,465,173,False,-8,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,190,False,0,0,,[],Nedeljkovic,0.1,378,145,False,None,0,0,u,0,2,7,2024-01-22,0.0,375,153,0,0,0,14765,80,0.0,0.0,Nedeljkovic,0
0,1996-12-25,3,70,True,True,None,None,1,0.22,4,195546,3,,0,0,-1,1,44.2,111,71,32,7.18,1,,1,3,4.2,4.2,12,0.23,0.05,1.15,0.26,0.92,7.52,1.69,0.21,Emiliano,4.2,57,24,8,1.8,1,False,6.4,233,104,41,False,5.0,338,154,,401,,None,59,81,54,p195546,0,0,1,0,,195546.jpg,4.2,79,34,False,222,None,-78.4,"[{'offset': 0, 'projected_percent': '-68.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-33.3', 'likelihood': -2}, {'offset': 2, 'projected_percent': '0.2', 'likelihood': 1}]",20,0,10,False,0,0.0,,[],Buendía Stati,0.9,194,62,False,None,5,1.12,a,8,2,7,2021-06-10,24.0,139,71,21,49466,1482,92059,914,0.7,3.6,Buendía,0
0,1997-08-09,0,0,False,True,0,0,0,0,0,215711,None,,0,0,-1,1,0.0,625,271,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Leon,0.0,630,272,0,0,0,False,0.0,626,270,44,False,0.0,621,268,,0,Has joined Olympiakos permanently,2026-09-04T12:35:14.472260Z,54,184,117,p215711,0,0,None,0,,215711.jpg,0.0,630,272,False,-18,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,107,False,0,0,,[],Bailey,0.1,487,192,False,None,0,0,u,0,2,7,2021-08-04,0.0,611,263,0,2096,0,12841,110,0.0,0.0,Bailey,0
2,1994-10-18,1,66,True,True,None,None,2,0.41,8,122806,2,,0,0,-1,1,51.4,92,62,30,6.22,None,,0,3,3.4,3.4,6,0.30,0.06,1.07,0.22,0.77,8.23,1.71,0.16,John,3.4,82,34,7,1.45,0,False,9.1,188,88,45,False,29.4,227,91,,434,,None,54,172,109,p122806,0,0,None,0,,122806.jpg,3.4,117,48,False,-103,None,-18.6,"[{'offset': 0, 'projected_percent': '-20.4', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-27.0', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-33.6', 'likelihood': -2}]",17,0,243,False,0,0.0,,[],McGinn,2.2,120,36,False,None,5,1.04,a,5,2,7,2018-08-08,15.0,189,97,17,64933,1102,148554,1592,0.6,3.1,McGinn,2
0,1993-12-05,0,66,True,True,None,None,1,0.29,6,88894,4,,0,0,0,0,81.5,40,34,29,8.47,None,,0,3,2.0,2.0,1,0.14,0.04,0.52,0.15,0.38,7.08,2.07,0.11,Ross,2.0,159,72,8,2.34,0,False,15.5,94,52,46,False,41.8,176,68,,308,,None,50,241,151,p88894,0,0,None,0,,88894.jpg,2.0,215,95,False,-28,None,0.9,"[{'offset': 0, 'projected_percent': '0.8', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",16,0,241,False,0,0.0,,[],Barkley,0.3,306,106,False,None,4,1.17,a,7,2,7,2024-07-01,31.0,121,63,10,15681,124,14786,309,0.4,2.0,Barkley,0
1,1999-11-23,0,84,True,True,100,100,2,0.41,11,226944,None,,0,0,0,0,55.6,79,57,36,7.31,None,,0,3,3.0,3.0,6,0.16,0.03,0.28,0.05,0.12,8.38,1.7,0.02,Boubacar,3.0,101,44,7,1.42,0,False,10.5,167,80,47,False,47.0,165,62,,443,,2026-07-23T12:01:23.337269Z,50,271,167,p226944,0,0,None,0,,226944.jpg,3.0,136,56,False,-20,None,-73.0,"[{'offset': 0, 'projected_percent': '-75.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-84.7', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-93.9', 'likelihood': -3}]",16,0,73,False,0,0.0,,[],Kamara,0.3,290,99,False,None,5,1.02,a,9,2,7,2022-06-11,2.0,306,150,15,13418,209,20228,280,0.6,3.0,Kamara,0
0,2001-08-16,0,0,True,True,0,0,0,0,0,449871,None,,0,0,-1,1,0.0,554,232,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Amadou,0.0,573,237,0,0,0,False,0.0,560,228,48,False,0.0,555,226,,0,Knee injury - Unknown return date,2026-07-23T12:01:23.352497Z,49,381,228,p449871,0,0,None,0,,449871.jpg,0.0,573,237,False,-4,None,-5.2,"[{'offset': 0, 'projected_percent': '-8.9', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-22.4', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-35.9', 'likelihood': -2}]",0,0,21,False,0,0,https://www.avfc.co.uk/news/2026/september/18/prematch-team-news-for-spurs-showdown/,[],Onana,0.0,586,243,False,None,0,0,i,0,2,7,2024-07-22,0.0,517,206,0,475,4,1586,16,0.0,0.0,Onana,0
0,2003-10-04,0,0,False,True,0,0,0,0,0,469247,None,,0,0,0,0,0.0,591,251,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,598,253,0,0,0,False,0.0,590,248,49,False,0.0,585,246,,0,Has joined Bolton Wanderers on loan for the rest of the season,2026-08-17T13:52:28.532616Z,50,291,175,p469247,0,0,None,0,,469247.jpg,0.0,598,253,False,0,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0,,[],Iling-Junior,0.0,653,290,False,None,0,0,u,0,2,7,2024-07-01,0.0,564,234,0,0,0,226,1,0.0,0.0,Iling Jr,0
0,2008-03-04,0,0,True,True,None,None,0,0,0,645618,None,,0,0,0,0,0.0,525,215,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bradley,0.0,549,222,0,0,0,False,0.0,531,210,50,False,0.0,526,208,,0,,None,45,544,285,p645618,0,0,None,0,,645618.jpg,0.0,549,222,False,-62,None,-53.5,"[{'offset': 0, 'projected_percent': '-57.7', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-72.7', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-87.7', 'likelihood': -3}]",0,0,241,False,0,0,,[],Burrowes,0.6,237,77,False,None,0,0,a,0,2,7,2025-01-09,0.0,484,187,0,20972,147,32321,597,0.0,0.0,Burrowes,0
0,2007-03-04,0,34,True,True,None,None,1,0.3,3,577285,None,,0,0,0,0,40.9,126,79,20,6.06,None,,0,3,1.8,1.8,1,0.16,0.05,0.23,0.07,0.07,5.97,1.81,0.02,George,1.8,174,78,7,2.12,0,False,9.1,187,87,51,False,25.2,236,97,,297,,None,45,521,272,p577285,0,0,None,0,,577285.jpg,1.8,241,105,False,-238,None,14.4,"[{'offset': 0, 'projected_percent': '13.5', 'likelihood': 1}, {'offset': 1, 'projected_percent': '10.2', 'likelihood': 1}, {'offset': 2, 'projected_percent': '7.0', 'likelihood': 1}]",10,0,241,False,0,0.0,,[],Hemmings,1.2,162,50,False,None,4,1.21,a,7,2,7,2025-08-05,25.0,133,67,9,113332,649,62050,2117,0.4,2.0,George Hemmings,0
0,2006-05-05,0,34,True,True,75,None,0,0.0,2,653481,None,,0,0,0,0,4.9,275,144,8,8.28,None,,0,3,1.2,1.6,0,0.00,0.0,0.06,0.06,0.06,2.40,2.48,0.06,Alysson Edward Franco,1.6,200,94,2,2.07,1,False,7.0,219,100,52,False,39.8,184,73,Alysson,87,Unspecified injury - 75% chance of playing,2026-09-19T11:30:09.355376Z,50,340,204,p653481,0,0,None,0,,653481.jpg,2.0,219,97,False,-28,None,0.3,"[{'offset': 0, 'projected_percent': '0.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '-20.6', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-60.0', 'likelihood': -3}]",4,0,30,False,0,0.0,,[],da Rocha dos Santos,0.1,489,194,False,None,0,0.0,d,2,2,7,2026-01-01,25.0,135,69,8,3322,36,3003,140,0.3,1.6,Alysson,1
1,2005-10-14,2,48,True,True,100,100,1,0.92,2,614071,None,,0,0,-1,1,4.0,284,148,9,8.27,None,,1,3,2.8,2.8,13,0.24,0.22,0.68,0.62,0.44,1.50,1.38,0.4,Johan,2.8,118,54,1,0.92,1,False,0.7,364,169,53,False,2.6,361,165,,98,,2026-08-15T15:30:06.388335Z,59,96,62,p614071,0,0,None,0,,614071.jpg,7.0,16,7,False,401,None,0.1,"[{'offset': 0, 'projected_percent': '1.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '7.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '12.6', 'likelihood': 1}]",5,0,207,False,0,0.0,,[],Manzambi,0.2,331,117,False,None,1,0.92,a,2,2,7,2026-07-17,0.0,647,287,14,10116,7130,16907,288,0.5,2.4,Manzambi,0
0,2001-02-12,0,11,True,True,100,100,0,0.0,6,448089,None,,0,0,0,0,11.0,241,127,20,13.95,None,,0,3,0.4,0.4,4,0.03,0.02,0.03,0.02,0.00,3.80,2.65,0.0,Joao,0.4,367,175,6,4.19,0,False,1.2,347,160,54,False,1.0,380,176,João Gomes,129,,2026-09-16T19:30:08.742410Z,55,145,89,p448089,0,0,None,0,,448089.jpg,1.0,383,180,False,0,2026-09-20T16:30:08.780195Z,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",5,1,30,False,0,0.0,,[],Gomes,0.0,507,202,False,None,2,1.4,a,9,2,7,2026-07-20,0.0,629,273,2,913,74,3930,21,0.1,0.4,Gomes,0
0,1995-12-30,0,0,False,True,0,0,0,0,0,178301,None,,0,0,-2,2,0.0,662,78,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ollie,0.0,662,78,0,0,0,False,0.0,662,78,55,False,0.0,662,78,,0,Has joined Al Hilal permanently,2026-09-01T13:15:16.698799Z,78,12,3,p178301,0,0,None,0,,178301.jpg,0.0,662,78,False,-241,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0,,[],Watkins,2.6,113,18,False,None,0,0,u,0,2,7,2020-09-09,0.0,662,78,0,14882,0,749733,2352,0.0,0.0,Watkins,0
0,1997-10-02,0,13,True,True,100,100,0,0.0,0,173879,None,,0,0,0,0,3.8,288,36,2,2.54,None,,0,4,0.8,0.8,1,0.00,0.0,0.00,0.0,0.00,2.58,3.27,0.0,Tammy,0.8,285,30,3,3.8,0,False,0.9,356,40,56,False,3.2,356,37,,71,,2026-08-15T16:00:07.558543Z,55,129,34,p173879,0,0,None,0,,173879.jpg,1.0,382,45,False,-9,None,3.3,"[{'offset': 0, 'projected_percent': '3.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '3.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '3.0', 'likelihood': 1}]",1,0,241,False,0,0.0,,[],Abraham,0.2,345,55,False,None,0,0.0,a,1,2,7,2026-01-27,2.0,313,42,4,14463,415,11469,293,0.1,0.7,Abraham,0
0,2004-07-01,0,9,True,True,None,None,0,0.0,0,493105,None,,0,0,-2,2,3.6,291,150,2,5.81,None,,0,3,0.6,0.6,0,0.00,0.0,0.00,0.0,0.00,0.49,1.42,0.0,Alejandro,0.6,326,154,0,0.0,0,False,0.5,367,171,160,False,1.2,377,175,,31,,None,58,108,69,p493105,0,0,None,0,,493105.jpg,1.0,389,185,False,-49,None,-28.6,"[{'offset': 0, 'projected_percent': '-34.6', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-56.2', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-77.9', 'likelihood': -3}]",2,0,10,False,0,0.0,,"[{'property': 'loan_ineligible', 'notes': 'This player will not be available to face their parent club in Gameweek 27 as part of their loan conditions.', 'gameweek': 27, 'url': None}, {'property': 'loan_ineligible', 'notes': 'This player will not be available to face their parent club in Gameweek 16 as part of their loan conditions.', 'gameweek': 16, 'url': None}]",Garnacho Ferreyra,0.3,281,94,False,None,0,0.0,a,0,2,7,2026-07-23,0.0,638,281,3,7067,119,38969,516,0.1,0.5,Garnacho,0
0,2001-06-20,1,51,True,True,None,None,1,0.31,1,517052,None,,0,0,0,0,25.4,172,19,9,2.83,None,,0,4,2.0,2.0,6,0.60,0.19,1.28,0.4,0.68,2.51,0.79,0.21,Nicolas,2.0,169,17,2,0.63,1,False,5.3,253,28,166,False,5.4,333,32,,286,,None,65,42,11,p517052,0,0,2,0,,517052.jpg,2.5,179,19,False,783,None,35.9,"[{'offset': 0, 'projected_percent': '38.9', 'likelihood': 2}, {'offset': 1, 'projected_percent': '49.6', 'likelihood': 3}, {'offset': 2, 'projected_percent': '60.3', 'likelihood': 3}]",8,0,189,False,0,0.0,,[],Jackson,1.2,165,26,False,None,4,1.26,a,0,2,7,2026-08-28,24.0,140,27,10,150567,5305,78122,1182,0.3,1.5,N.Jackson,2
0,2009-01-12,0,0,True,True,0,0,0,0,0,690838,None,,0,0,-1,1,0.0,632,74,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Brian,0.0,635,74,0,0,0,False,0.0,633,73,582,False,0.0,629,70,,0,Unspecified injury - Unknown return date,2026-08-15T16:00:07.974271Z,54,221,49,p690838,0,0,None,0,,690838.jpg,0.0,635,74,False,-50,None,-11.4,"[{'offset': 0, 'projected_percent': '-14.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-27.0', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-39.3', 'likelihood': -2}]",0,0,241,False,0,0,https://www.avfc.co.uk/news/2026/september/18/prematch-team-news-for-spurs-showdown/,[],Madjo,0.2,323,51,False,None,0,0,i,0,2,7,2026-01-12,0.0,619,71,0,2719,34,29131,360,0.0,0.0,Madjo,0
0,2002-07-11,0,19,True,True,None,None,0,0.0,14,487992,None,,0,0,0,0,2.6,304,109,16,12.74,None,,0,2,1.0,1.0,3,0.02,0.02,0.05,0.04,0.03,1.71,1.36,0.02,Matteo,1.0,265,95,2,1.59,0,False,0.9,350,129,596,False,6.6,321,123,,113,,None,45,490,121,p487992,0,0,None,0,,487992.jpg,1.7,253,89,False,7,None,-79.4,"[{'offset': 0, 'projected_percent': '-76.2', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-64.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-53.1', 'likelihood': -3}]",11,0,106,False,0,0.0,,[],Ruggeri,0.1,436,159,False,None,1,0.8,a,2,2,7,2026-08-19,0.0,438,181,5,2757,114,5335,71,0.2,1.1,Ruggeri,0
0,2002-08-21,3,80,True,True,None,None,1,0.25,9,433969,None,,0,0,0,0,0.0,587,67,0,0.0,None,,1,1,3.2,3.2,2,0.01,0.0,0.01,0.0,0.00,5.11,1.28,0.0,Zion,3.2,87,10,5,1.25,0,False,8.0,207,15,597,False,79.4,76,14,,360,,None,50,281,12,p433969,0,0,None,0,,433969.jpg,4.0,86,9,False,103,None,25.3,"[{'offset': 0, 'projected_percent': '25.7', 'likelihood': 2}, {'offset': 1, 'projected_percent': '27.1', 'likelihood': 2}, {'offset': 2, 'projected_percent': '28.5', 'likelihood': 2}]",43,0,108,False,15,3.75,,[],Suzuki,1.8,134,19,False,None,4,1.0,a,0,2,7,2026-08-19,0.0,559,66,16,140582,3018,56913,1054,0.6,3.2,Suzuki,0
0,2006-10-02,0,0,True,True,None,None,0,0,0,569577,None,,0,0,0,0,0.0,429,166,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Triston,0.0,461,169,0,0,0,False,0.0,440,166,606,False,0.0,435,166,,0,,None,40,642,197,p569577,0,0,None,0,,569577.jpg,0.0,461,169,False,-17,None,0.4,"[{'offset': 0, 'projected_percent': '0.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '-11.2', 'likelihood': -1}]",0,0,241,False,0,0,,[],Rowe,0.2,361,137,False,None,0,0,a,0,2,7,2026-07-01,0.0,370,148,0,12775,79,5433,178,0.0,0.0,Rowe,0
0,2007-01-11,0,0,False,True,0,0,0,0,0,571380,None,,0,0,0,0,0.0,505,203,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luka,0.0,530,211,0,0,0,False,0.0,511,198,607,False,0.0,506,196,,0,Has joined Oxford United on loan until January,2026-09-04T12:35:39.820426Z,45,516,270,p571380,0,0,None,0,,571380.jpg,0.0,530,211,False,-27,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0,,[],Lynch,0.1,459,181,False,None,0,0,u,0,2,7,2026-07-01,0.0,462,175,0,7103,0,7551,107,0.0,0.0,Lynch,0
0,1997-11-26,0,24,True,True,None,None,0,0.0,12,214590,None,,0,0,0,0,15.0,212,69,21,12.43,None,,0,2,1.5,1.5,1,0.07,0.04,0.07,0.04,0.00,3.22,1.91,0.0,Aaron,1.5,213,75,2,1.18,0,False,4.7,267,101,611,False,32.4,217,94,,152,,None,45,454,98,p214590,0,0,None,0,,214590.jpg,1.5,263,94,False,-13,None,1.9,"[{'offset': 0, 'projected_percent': '1.9', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.7', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.6', 'likelihood': 1}]",1,0,50,False,0,0.0,,[],Wan-Bissaka,0.2,319,118,False,None,2,1.18,a,9,2,7,2026-08-21,0.0,416,170,6,17180,327,6542,209,0.3,1.3,Wan-Bissaka,0
0,1995-02-06,0,0,True,True,0,0,0,0,0,119090,None,,0,0,-1,1,0.0,646,284,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Leon,0.0,646,284,0,0,0,False,0.0,645,284,618,False,0.0,642,284,,0,Knee injury - Expected back 10 Oct,2026-09-09T09:30:08.229436Z,59,80,53,p119090,0,0,None,0,,119090.jpg,0.0,646,284,False,-12,None,-12.5,"[{'offset': 0, 'projected_percent': '-18.7', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-41.2', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-63.7', 'likelihood': -3}]",0,0,80,False,0,0,https://www.avfc.co.uk/news/2026/september/18/prematch-team-news-for-spurs-showdown/,[],Goretzka,0.0,544,223,False,None,0,0,i,0,2,7,2026-08-27,0.0,639,282,0,4613,4,4402,88,0.0,0.0,Goretzka,0
